Year,Toy #,Col.#,Model Name,Series,Series #,Photo,Bild,, 
1976,9203,,Mustang Stocker,Super Chromes,,,,,
1976,9211,,Large Charger,Super Chromes,,,,,
1976,9201,,Gremlin Grinder,Super Chromes,,,,,
1976,9208,,Steam Roller,Super Chromes,,,,,
1976,9208,,Steam Roller,Super Chromes,,,,,
1976,9208,,Steam Roller,Super Chromes,,,,,
1976,9210,,Alive '55,Super Chromes,,,,,
1976,9210,,Alive '55,Super Chromes,,,,,
1976,9209,,Mighty Maverick,Super Chromes,,,,,
1976,9212,,Heavy Chevy,Super Chromes,,,,,
1976,9212,,Heavy Chevy,Super Chromes,,,,,
1976,9204,,P-917,Super Chromes,,,,,
1976,9207,,Prowler,Super Chromes,,,,,
1976,9206,,P-911,Super Chromes,,,,,
1976,9206,,P-911,Super Chromes,,,,,
1976,9202,,Chevy Monza 2+2,Super Chromes,,,,,
1976,9505,,Twin Mill II,Super Chromes,,,,,
1976,9505,,Corvette Stingray,Super Chromes,,,,,
1976,9505,,Formula 5000,Super Chromes,,,,,
1976,9505,,Neet Streeter,Super Chromes,,,,,
1976,9505,,Rock Buster,Super Chromes,,,,,
1976,9505,,Poison Pinto,Super Chromes,,,,,
1976,9205,,Super Van,Super Chromes,,,,,
1976,9203,,Mustang Stocker,Super Chromes,,,,,
1976,9211,,Large Charge,Super Chromes,,,,,
1976,9201,,Gremlin Grinder,Super Chromes,,,,,
1976,9208,,Steam Roller,Super Chromes,,,,,
1976,9208,,Steam Roller,Super Chromes,,,,,
1976,9210,,Alive '55,Super Chromes,,,,,
1976,9209,,Mighty Maverick,Super Chromes,,,,,
1976,9212,,Heavy Chevy,Super Chromes,,,,,
1976,9204,,P-917,Super Chromes,,,,,
1976,9207,,Prowler,Super Chromes,,,,,
1976,9206,,P-911,Super Chromes,,,,,
1976,9202,,Chevy Monza 2+2,Super Chromes,,,,,
1976,9505,,Twin Mill II,Super Chromes,,,,,
1976,9505,,Corvette Stingray,Super Chromes,,,,,
1976,9505,,Formula 5000,Super Chromes,,,,,
1976,9505,,Neet Streeter,Super Chromes,,,,,
1976,9505,,Rock Buster,Super Chromes,,,,,
1976,9505,,Poison Pinto,Super Chromes,,,,,
1976,9207,,Prowler,Super Chromes,,,,,
1976,9205,,Super Van,Super Chromes,,,,,
,X1770,,,Super Chromes,,,,,
,X1771,,,Super Chromes,,,,,
,X1772,,,Super Chromes,,,,,
,X1949,,,Super Chromes,,,,,
,X1773,,,Super Chromes,,,,,
,X1657,,,Super Chromes,,,,,
,X1941,,,Super Chromes,,,,,
,X1774,,,Super Chromes,,,,,
,X1950,,,Super Chromes,,,,,
,X1775,,,Super Chromes,,,,,
,X1776,,,Super Chromes,,,,,
,C4982,,,Super Chromes,,,,,
,X1951,,,Super Chromes,,,,,
,X1778,,,Super Chromes,,,,,
,CFK97,,,Super Chromes,,,,,
,CFK98,,,Super Chromes,,,,,
,CFK99,,,Super Chromes,,,,,
,CFL54,,,Super Chromes,,,,,
,CFL00,,,Super Chromes,,,,,
,CFL01,,,Super Chromes,,,,,
,CFL95,,,Super Chromes,,,,,
,CFL02,,,Super Chromes,,,,,
,CFL76,,,Super Chromes,,,,,
,CFL03,,,Super Chromes,,,,,
,CFL04,,,Super Chromes,,,,,
,CFL05,,,Super Chromes,,,,,
,CFL06,,,Super Chromes,,,,,
,DHP64,,,Super Chromes,,,,,
,DHW57,,,Super Chromes,,,,,
,DHP64,,,Super Chromes,,,,,
,DHW76,,,Super Chromes,,,,,
,DHP66,,,Super Chromes,,,,,
,DHP67,,,Super Chromes,,,,,
,DHP68,,,Super Chromes,,,,,
,DHW58,,,Super Chromes,,,,,
,DHP69,,,Super Chromes,,,,,
,DHP69,,,Super Chromes,,,,,
,DHW59,,,Super Chromes,,,,,
,DPH70,,,Super Chromes,,,,,
,DHW60,,,Super Chromes,,,,,
,DHP71,,,Super Chromes,,,,,
,DHW61,,,Super Chromes,,,,,
,DHN95,,,Super Chromes,,,,,
,DHW62,,,Super Chromes,,,,,
,DHN96,,,Super Chromes,,,,,
,DHW63,,,Super Chromes,,,,,
,DTX04,,,Super Chromes,,,,,
,DVB95,,,Super Chromes,,,,,
,DTY15,,,Super Chromes,,,,,
,DTY16,,,Super Chromes,,,,,
,DVB97,,,Super Chromes,,,,,
,DTY17,,,Super Chromes,,,,,
,DTY18,,,Super Chromes,,,,,
,DVB98,,,Super Chromes,,,,,
,DTY19,,,Super Chromes,,,,,
,DTY20,,,Super Chromes,,,,,
,DTY21,,,Super Chromes,,,,,
,DVC38,,,Super Chromes,,,,,
,DVD06,,,Super Chromes,,,,,
,DTY22,,,Super Chromes,,,,,
,DVB99,,,Super Chromes,,,,,
,FJW98,,,Super Chromes,,,,,
,FJW99,,,Super Chromes,,,,,
,FKB27,,,Super Chromes,,,,,
,FJX00,,,Super Chromes,,,,,
,FJX01,,,Super Chromes,,,,,
,FJX02,,,Super Chromes,,,,,
,FJX03,,,Super Chromes,,,,,
,FJY76,,,Super Chromes,,,,,
,FJX04,,,Super Chromes,,,,,
,FJW07,,,Super Chromes,,,,,
,FJX06,,,Super Chromes,,,,,
,FJV55,,,Super Chromes,,,,,
,FJY78,,,Super Chromes,,,,,
,FYD51,,,Super Chromes,,,,,
,FYG81,,,Super Chromes,,,,,
,FYD52,,,Super Chromes,,,,,
,FYF72,,,Super Chromes,,,,,
,FYD53,,,Super Chromes,,,,,
,FYG82,,,Super Chromes,,,,,
,FYD54,,,Super Chromes,,,,,
,FYD54,,,Super Chromes,,,,,
,FYG03,,,Super Chromes,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,Dos,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,,McDonald's,,,,,
1979,,,Black Bird,Scorchers,,,,,
1979,,,White Thunder,Scorchers,,,,,
1979,,,Capri Turbo,Scorchers,,,,,
1979,,,Cool Capri,Scorchers,,,,,
1979,,,Cookin' Camaro,Scorchers,,,,,
1979,,,Zappin Z-28,Scorchers,,,,,
1979,,,Chevy Light,Scorchers,,,,,
1979,,,El Camino Real,Scorchers,,,,,
1979,,,Magnum Fever,Scorchers,,,,,
1979,,,Magnum XE,Scorchers,,,,,
1979,,,Vandemonium,Scorchers,,,,,
1979,,,Good Looker,Scorchers,,,,,
1979,,,'55 Chevy Fever,Scorchers,,,,,
1979,,,'55 Super Chevy,Scorchers,,,,,
1979,,,Time Bender,Scorchers,,,,,
1979,,,Quick Lightning,Scorchers,,,,,
1979,,,Turbo 928,Scorchers,,,,,
1979,,,Britework 928,Scorchers,,,,,
1979,,,Police Chief Car,Scorchers,,,,,
1979,,,Fire Chief Car,Scorchers,,,,,
1979,,,Blue Fever,Scorchers,,,,,
1979,,,Firebrand,Scorchers,,,,,
1979,,,Exploder,Scorchers,,,,,
1979,,,Sundrifter,Scorchers,,,,,
1981,1917,,GMC Hauler,Steering Rigs,,,,,
1981,1917,,GMC Hauler,Steering Rigs,,,,,
1981,1920,,GMC Van,Steering Rigs,,,,,
1981,1920,,GMC Van,Steering Rigs,,,,,
1981,1918,,Kenworth Tanker,Steering Rigs,,,,,
1981,1918,,Kenworth Tanker,Steering Rigs,,,,,
1981,1915,,Kenworth Van,Steering Rigs,,,,,
1981,1915,,Kenworth Van,Steering Rigs,,,,,
1981,1915,,Kenworth Van,Steering Rigs,,,,,
1981,3431,,Mack Moving Van,Steering Rigs,,,,,
1981,1919,,Peterbilt Hauler,Steering Rigs,,,,,
1981,1919,,Peterbilt Hauler,Steering Rigs,,,,,
1981,1916,,Peterbilt Tanker,Steering Rigs,,,,,
1981,1916,,Peterbilt Tanker,Steering Rigs,,,,,
1981,3430,,Ford LTL Cattle Trailer,Steering Rigs,,,,,
1981,3433,,Ford LTL Moving Van,Steering Rigs,,,,,
1981,3434,,Mack Grain Trailer,Steering Rigs,,,,,
1981,3434,,Mack Grain Trailer,Steering Rigs,,,,,
1981,3435,,White Cattle Trailer,Steering Rigs,,,,,
1981,3435,,White Cattle Trailer,Steering Rigs,,,,,
1981,3432,,White Grain Trailer,Steering Rigs,,,,,
1981,3432,,White Grain Trailer,Steering Rigs,,,,,
1981,5674,,Ford,Steering Rigs,,,,,
1981,5677,,Ford,Steering Rigs,,,,,
1981,5673,,GMC,Steering Rigs,,,,,
1981,5670,,GMC,Steering Rigs,,,,,
1981,5671,,Kenworth,Steering Rigs,,,,,
1981,5668,,Kenworth,Steering Rigs,,,,,
1981,5678,,Mack,Steering Rigs,,,,,
1981,5675,,Mack,Steering Rigs,,,,,
1981,5672,,Peterbilt,Steering Rigs,,,,,
1981,5669,,Peterbilt,Steering Rigs,,,,,
1981,5679,,White,Steering Rigs,,,,,
1981,5676,,White,Steering Rigs,,,,,
1981,5179,,'55 Chevy,The Hot Ones,,,,,
1981,5179,,'55 Chevy,The Hot Ones,,,,,
1981,2523,,'55 Chevy,The Hot Ones,,,,,
1981,9638,,'57 Chevy,The Hot Ones,,,,,
1981,9638,,'57 Chevy,The Hot Ones,,,,,
1981,9638,,'57 Chevy,The Hot Ones,,,,,
1981,9638,,'57 Chevy,The Hot Ones,,,,,
1981,3928,,'80's Corvette,The Hot Ones,,,,,
1981,3928,,'80's Corvette,The Hot Ones,,,,,
1981,3928,,'80's Corvette,The Hot Ones,,,,,
1981,3918,,'80s Firebird,The Hot Ones,,,,,
1981,3918,,'80s Firebird,The Hot Ones,,,,,
1981,3918,,'80s Firebird,The Hot Ones,,,,,
1981,3918,,'80s Firebird,The Hot Ones,,,,,
1981,3925,,'82 Supra,The Hot Ones,,,,,
1981,3925,,'82 Supra,The Hot Ones,,,,,
1981,3925,,'82 Supra,The Hot Ones,,,,,
1981,5901,,Blown Camaro,The Hot Ones,,,,,
1981,5901,,Blown Camaro,The Hot Ones,,,,,
1981,5182,,Camaro Z-28,The Hot Ones,,,,,
1981,5182,,Camaro Z-28,The Hot Ones,,,,,
1981,5182,,Camaro Z-28,The Hot Ones,,,,,
1981,5182,,Camaro Z-28,The Hot Ones,,,,,
1981,5182,,Camaro Z-28,The Hot Ones,,,,,
1981,5182,,Camaro Z-28,The Hot Ones,,,,,
1981,9532,,Camaro Z-28,The Hot Ones,,,,,
1981,1691,,Cannonade,The Hot Ones,,,,,
1981,1691,,Cannonade,The Hot Ones,,,,,
1981,1693,,Chevy Citation,The Hot Ones,,,,,
1981,3362,,Chevy Citation,The Hot Ones,,,,,
1981,3362,,Chevy Citation,The Hot Ones,,,,,
1981,3362,,Chevy Citation,The Hot Ones,,,,,
1981,9241,,Corvette Stingray,The Hot Ones,,,,,
1981,9241,,Corvette Stingray,The Hot Ones,,,,,
1981,9241,,Corvette Stingray,The Hot Ones,,,,,
1981,9241,,Corvette Stingray,The Hot Ones,,,,,
1981,9525,,Corvette Stingray,The Hot Ones,,,,,
1981,3255,,Datsun 200SX,The Hot Ones,,,,,
1981,3255,,Datsun 200SX,The Hot Ones,,,,,
1981,3255,,Datsun 200SX,The Hot Ones,,,,,
1981,7527,,Fiero 2M4,The Hot Ones,,,,,
1981,7527,,Fiero 2M4,The Hot Ones,,,,,
1981,2506,,Flat Out 442,The Hot Ones,,,,,
1981,2506,,Flat Out 442,The Hot Ones,,,,,
1981,2506,,Flat Out 442,The Hot Ones,,,,,
1981,2506,,Flat Out 442,The Hot Ones,,,,,
1981,3257,,Frontrunnin' Fairmont,The Hot Ones,,,,,
1981,3257,,Frontrunnin' Fairmont,The Hot Ones,,,,,
1981,2524,,Highway Heat,The Hot Ones,,,,,
1981,2014,,Hot Bird,The Hot Ones,,,,,
1981,2014,,Hot Bird,The Hot Ones,,,,,
1981,3261,,Mercedes 380 SEL,The Hot Ones,,,,,
1981,3261,,Mercedes 380 SEL,The Hot Ones,,,,,
1981,1700,,Mirada Stocker,The Hot Ones,,,,,
1981,1700,,Mirada Stocker,The Hot Ones,,,,,
1981,1700,,Mirada Stocker,The Hot Ones,,,,,
1981,3927,,NASCAR Stocker,The Hot Ones,,,,,
1981,3927,,NASCAR Stocker,The Hot Ones,,,,,
1981,3927,,NASCAR Stocker,The Hot Ones,,,,,
1981,3927,,NASCAR Stocker,The Hot Ones,,,,,
1981,7529,,Nissan 300ZX,The Hot Ones,,,,,
1981,7529,,Nissan 300ZX,The Hot Ones,,,,,
1981,2015,,Packin' Pacer,The Hot Ones,,,,,
1981,2015,,Packin' Pacer,The Hot Ones,,,,,
1981,7648,,P-911,The Hot Ones,,,,,
1981,7648,,P-911,The Hot Ones,,,,,
1981,7648,,P-911,The Hot Ones,,,,,
1981,5180,,P-928,The Hot Ones,,,,,
1981,2520,,Race Ace,The Hot Ones,,,,,
1981,2021,,Race Bait 308,The Hot Ones,,,,,
1981,2021,,Race Bait 308,The Hot Ones,,,,,
1981,2018,,Science Friction,The Hot Ones,,,,,
1981,2018,,Science Friction,The Hot Ones,,,,,
1981,2018,,Science Friction,The Hot Ones,,,,,
1981,2522,,Stock Rocket,The Hot Ones,,,,,
1981,5181,,Taxi,The Hot Ones,,,,,
1981,5181,,Taxi,The Hot Ones,,,,,
1981,5900,,Thunderbird Stocker,The Hot Ones,,,,,
1981,5900,,Thunderbird Stocker,The Hot Ones,,,,,
1981,7647,,Torino Stocker,The Hot Ones,,,,,
1981,7647,,Torino Stocker,The Hot Ones,,,,,
1981,9533,,Torino Tornado,The Hot Ones,,,,,
1981,1125,,Turbo Mustang,The Hot Ones,,,,,
1981,3361,,Turbo Mustang,The Hot Ones,,,,,
1981,3361,,Turbo Mustang,The Hot Ones,,,,,
1981,3361,,Turbo Mustang,The Hot Ones,,,,,
1981,3361,,Turbo Mustang,The Hot Ones,,,,,
1981,3361,,Turbo Mustang,The Hot Ones,,,,,
1981,3361,,Turbo Mustang,The Hot Ones,,,,,
1981,9531,,Turbo Mustang,The Hot Ones,,,,,
1981,,,Frontrunnin' Fairmont,The Hot Ones,,,,,
1981,,,Datsun 200SX,The Hot Ones,,,,,
1981,,,Corvette Stingray,The Hot Ones,,,,,
1981,,,'80s Firebird,The Hot Ones,,,,,
1981,,,'80s Firebird,The Hot Ones,,,,,
1981,,,Camaro Z-28,The Hot Ones,,,,,
1981,,,P-911,The Hot Ones,,,,,
2011,W1540,,,The Hot Ones,,,,,
2011,W1540,,,The Hot Ones,,,,,
2011,W1541,,,The Hot Ones,,,,,
2011,W1541,,,The Hot Ones,,,,,
2011,W1542,,,The Hot Ones,,,,,
2011,W1542,,,The Hot Ones,,,,,
2011,W1543,,,The Hot Ones,,,,,
2011,W1543,,,The Hot Ones,,,,,
2011,W1544,,,The Hot Ones,,,,,
2011,W1544,,,The Hot Ones,,,,,
2011,W1545,,,The Hot Ones,,,,,
2011,W1545,,,The Hot Ones,,,,,
2011,W1546,,,The Hot Ones,,,,,
2011,W1546,,,The Hot Ones,,,,,
2011,W1547,,,The Hot Ones,,,,,
2011,W1547,,,The Hot Ones,,,,,
2011,W1548,,,The Hot Ones,,,,,
2011,W1548,,,The Hot Ones,,,,,
2011,W1549,,,The Hot Ones,,,,,
2011,W1549,,,The Hot Ones,,,,,
2011,W1550,,,The Hot Ones,,,,,
2011,W1550,,,The Hot Ones,,,,,
2011,W1551,,,The Hot Ones,,,,,
2011,W1551,,,The Hot Ones,,,,,
2011,W1552,,,The Hot Ones,,,,,
2011,W1552,,,The Hot Ones,,,,,
2011,W1553,,,The Hot Ones,,,,,
2011,W1553,,,The Hot Ones,,,,,
2011,W1554,,,The Hot Ones,,,,,
2011,W1554,,,The Hot Ones,,,,,
2011,W1555,,,The Hot Ones,,,,,
2011,W1555,,,The Hot Ones,,,,,
2011,W1556,,,The Hot Ones,,,,,
2011,W1556,,,The Hot Ones,,,,,
2011,W1557,,,The Hot Ones,,,,,
2011,W1557,,,The Hot Ones,,,,,
2011,W1558,,,The Hot Ones,,,,,
2011,W1558,,,The Hot Ones,,,,,
2011,W1559,,,The Hot Ones,,,,,
2011,W1559,,,The Hot Ones,,,,,
2011,W1560,,,The Hot Ones,,,,,
2011,W1560,,,The Hot Ones,,,,,
2011,W1561,,,The Hot Ones,,,,,
2011,W1561,,,The Hot Ones,,,,,
2011,W1562,,,The Hot Ones,,,,,
2011,W1562,,,The Hot Ones,,,,,
2011,W1563,,,The Hot Ones,,,,,
2011,W1563,,,The Hot Ones,,,,,
2011,W1564,,,The Hot Ones,,,,,
2011,W1564,,,The Hot Ones,,,,,
2011,W1565,,,The Hot Ones,,,,,
2011,W1565,,,The Hot Ones,,,,,
2011,W1566,,,The Hot Ones,,,,,
2011,W1566,,,The Hot Ones,,,,,
2011,W1567,,,The Hot Ones,,,,,
2011,W1567,,,The Hot Ones,,,,,
2011,W1568,,,The Hot Ones,,,,,
2011,W1568,,,The Hot Ones,,,,,
2011,W1569,,,The Hot Ones,,,,,
2011,W1569,,,The Hot Ones,,,,,
2011,W1570,,,The Hot Ones,,,,,
2011,W1570,,,The Hot Ones,,,,,
2011,W1571,,,The Hot Ones,,,,,
2011,W1571,,,The Hot Ones,,,,,
2011,W1572,,,The Hot Ones,,,,,
2011,W1572,,,The Hot Ones,,,,,
2011,W1573,,,The Hot Ones,,,,,
2011,W1573,,,The Hot Ones,,,,,
2011,W1574,,,The Hot Ones,,,,,
2011,W1574,,,The Hot Ones,,,,,
2011,W1575,,,The Hot Ones,,,,,
2011,W1575,,,The Hot Ones,,,,,
2011,W1576,,,The Hot Ones,,,,,
2011,W1576,,,The Hot Ones,,,,,
2011,W1577,,,The Hot Ones,,,,,
